set_num,name,year,num_parts,theme_name,parent_theme
71308-1,Tahu Uniter of Fire,2016,,Bionicle,Bionicle
71309-1,Onua Uniter of Earth,2016,,Bionicle,Bionicle
71310-1,Umarak the Hunter,2016,150.0,Bionicle,Bionicle
7131-1,Anakin's Podracer,1999,136.0,Star Wars Episode 1,Star Wars
71311-1,Kopaka and Melum - Unity set,2016,169.0,Bionicle,Bionicle
71312-1,Ekimu the Mask Maker,2016,,Bionicle,Bionicle
71313-1,Lava Beast,2016,,Bionicle,Bionicle
71314-1,Storm Beast,2016,,Bionicle,Bionicle
71315-1,Quake Beast,2016,102.0,Bionicle,Bionicle
71316-1,Umarak the Destroyer,2016,190.0,Bionicle,Bionicle
7133-1,Bounty Hunter Pursuit,2002,,Star Wars Episode 2,Star Wars
71340-1,Supergirl (DC Comics Playstation 4),2016,,Dimensions,Dimensions
7134-1,A-wing Fighter,2000,125.0,Star Wars Episode 4/5/6,Star Wars
71342-1,Green Arrow,2016,7.0,Dimensions,Dimensions
71343-1,"The Powerpuff Girls"" Fun Pack",2017,,Dimensions,Dimensions
71344-1,"Excalibur Batman"" Fun Pack",2017,57.0,Dimensions,Dimensions
71346-1,"The Powerpuff Girls"" Team Pack",2017,93.0,Dimensions,Dimensions
71348-1,"Harry Potter"" Fun Pack",2017,64.0,Dimensions,Dimensions
71349-1,"Beetlejuice"" Fun Pack",2017,,Dimensions,Dimensions
7135-1,Takanuva,2010,,Stars,Bionicle
7136-1,Skrall,2010,21.0,Stars,Bionicle
7137-1,Piraka,2010,15.0,Stars,Bionicle
7138-1,Rahkshi,2010,,Stars,Bionicle
7139-1,Ewok Attack,2002,,Star Wars Episode 4/5/6,Star Wars
7140-1,X-wing Fighter,1999,271.0,Star Wars Episode 4/5/6,Star Wars
7141-1,Naboo Fighter,1999,179.0,Star Wars Episode 1,Star Wars
7142-1,X-wing Fighter (re-release of 7140),2002,273.0,Star Wars Episode 4/5/6,Star Wars
7143-1,Jedi Starfighter,2002,139.0,Star Wars Episode 2,Star Wars
7144-1,Slave I,2000,,Star Wars Episode 4/5/6,Star Wars
7145-1,Von Nebula,2010,156.0,Villains,Hero Factory
7146-1,TIE Fighter,2001,,Star Wars Episode 4/5/6,Star Wars
7147-1,Xplode,2010,45.0,Villains,Hero Factory
7148-1,Meltdown,2010,49.0,Villains,Hero Factory
7150-1,TIE Fighter & Y-wing,1999,,Star Wars Episode 4/5/6,Star Wars
715-1,Basic Building Set,1990,,Basic,Universal Building Set
7151-1,Sith Infiltrator,1999,244.0,Star Wars Episode 1,Star Wars
7152-1,TIE Fighter & Y-wing (re-release of 7150),2002,411.0,Star Wars Episode 4/5/6,Star Wars
7153-1,Jango Fett's Slave I,2002,,Star Wars Episode 2,Star Wars
7155-1,Trade Federation AAT,2000,159.0,Star Wars Episode 1,Star Wars
7156-1,Corroder,2010,,Villains,Hero Factory
7157-1,Thunder,2010,,Villains,Hero Factory
7158-1,Furno Bike,2010,165.0,Vehicles,Hero Factory
7159-1,Star Wars Podracing Bucket,2000,,Star Wars Episode 1,Star Wars
7160-1,Drop Ship,2010,393.0,Vehicles,Hero Factory
7161-1,Gungan Sub,1999,379.0,Star Wars Episode 1,Star Wars
7162-1,Rotor,2010,144.0,Villains,Hero Factory
7163-1,Republic Gunship,2002,,Star Wars Episode 2,Star Wars
7164-1,Preston Stormer,2010,,Heroes,Hero Factory
7165-1,Natalie Breez,2010,,Heroes,Hero Factory
7166-1,Imperial Shuttle,2001,238.0,Star Wars Episode 4/5/6,Star Wars
7167-1,William Furno,2010,19.0,Heroes,Hero Factory
7168-1,Dunkan Bulk,2010,,Heroes,Hero Factory
7169-1,Mark Surge,2010,19.0,Heroes,Hero Factory
7170-2,Jimi Stringer,2010,17.0,Heroes,Hero Factory
7171-1,Mos Espa Podrace,1999,,Star Wars Episode 1,Star Wars
7172-1,Apple,2007,10.0,Creator,Creator
7173-1,Pear,2007,10.0,Creator,Creator
7174-1,Banana,2007,8.0,Creator,Creator
7175-1,Grapes,2007,,Creator,Creator
7176-1,Watermelon - Capespan Promotional,2007,,Food & Drink,Creator
7177-1,Orange,2007,8.0,Creator,Creator
7178-1,Chef,2007,,Creator,Creator
7179-1,Dunkan Bulk and Vapor,2010,89.0,Heroes,Hero Factory
7180-1,B-wing at Rebel Control Center,2000,346.0,Star Wars Episode 4/5/6,Star Wars
7181-1,TIE Interceptor - UCS,2000,,Star Wars Episode 4/5/6,Star Wars
7184-1,Trade Federation MTT,2000,,Star Wars Episode 1,Star Wars
7186-1,Watto's Junkyard,2001,449.0,Star Wars Episode 1,Star Wars
7187-1,Escape from Dragon's Prison,2011,185.0,Kingdoms,Castle
7188-1,King's Carriage Ambush,2011,,Kingdoms,Castle
7189-1,Mill Village Raid,2011,,Kingdoms,Castle
7190-1,Millennium Falcon,2000,,Star Wars Episode 4/5/6,Star Wars
7191-1,X-wing Fighter - UCS,2000,1302.0,Star Wars Episode 4/5/6,Star Wars
7194-1,Yoda,2002,,Star Wars,Star Wars
7195-1,Ambush in Cairo,2009,,Raiders of the Lost Ark,Indiana Jones
7196-1,Chauchilla Cemetery Battle,2009,,Kingdom of the Crystal Skull,Indiana Jones
7197-1,Venice Canal Chase,2009,,Last Crusade,Indiana Jones
7198-1,Fighter Plane Attack,2009,383.0,Last Crusade,Indiana Jones
7199-1,Temple of Doom,2009,,Temple of Doom,Indiana Jones
7-2,Universal Building Set,1979,64.0,Basic Set,Universal Building Set
7200-1,Final Duel I,2002,32.0,Star Wars Episode 4/5/6,Star Wars
720-1,Basic Building Set,1985,339.0,Basic,Universal Building Set
7201-1,Final Duel II,2002,26.0,Star Wars Episode 4/5/6,Star Wars
720-2,Train with 12V Electric Motor,1969,357.0,12V,Train
7203-1,Jedi Defense I,2002,,Star Wars Episode 1,Star Wars
7204-1,Jedi Defense II,2002,53.0,Star Wars Episode 1,Star Wars
7206-1,Fire Helicopter,2010,341.0,Fire,Town
7207-1,Fire Boat,2010,,Fire,Town
7208-1,Fire Station,2010,,Fire,Town
7209-1,Pteranodon,2004,28.0,Designer Sets,Designer Sets
7210-1,Apatosaurus,2004,,Designer Sets,Designer Sets
721-1,Steam Locomotive,1969,114.0,12V,Train
7212-1,Sky Squad,2003,129.0,Designer Sets,Designer Sets
7213-1,Off-Road Fire Truck & Fireboat,2010,,Fire,Town
7214-1,Sea Plane,2004,,Harbor,Town
7216-1,Gold Good Guy - looking Right (Duracell 8 pack AA) {Turaga Lhikan},2006,22.0,Bionicle,Bionicle
7216-2,Gold Good Guy - looking Left (Duracell 12 pack AA) {Turaga Lhikan},2006,,Bionicle,Bionicle
7216-3,Gold Good Guy - looking Right (Duracell 12 pack AA) {Turaga Lhikan},2006,,Bionicle,Bionicle
7217-1,Braca (Duracell 12 pack AA battery promotion),2006,16.0,Bionicle,Bionicle
7217-2,Braca (Duracell 8 pack AA battery promotion),2006,,Bionicle,Bionicle
7218-1,Orange Speedboat,2004,,Designer Sets,Designer Sets
7219-1,Dinosaur,2004,34.0,Designer Sets,Designer Sets
7220-1,Snowman,2004,19.0,Christmas,Seasonal
722-1,Universal Building Set,1980,,Basic Set,Universal Building Set
7221-1,Robots,2003,,Designer Sets,Designer Sets
7221-2,Robots - ANA Promotion,2003,,Designer Sets,Designer Sets
722-2,12V Electric Train with 2 Wagons,1970,,12V,Train
7222-1,Small Red Helicopter (Polybag),2003,28.0,Designer Sets,Designer Sets
7223-1,Yellow Truck (Polybag),2003,34.0,Designer Sets,Designer Sets
7223-2,Yellow Truck (Box version) - ANA Promotion,2003,36.0,Designer Sets,Designer Sets
7224-1,"Santa, Tree, and Present",2003,,Creator,Creator
723-1,Diesel Locomotive,1970,95.0,12V,Train
723-2,Diesel Locomotive with DB Sticker,1974,,12V,Train
7235-1,"Police Motorcycle, Black Logo",2005,,Police,Town
7235-2,Police Motorcycle - Blue Sticker Version,2008,,Police,Town
7236-1,"Police Car, Black Logo",2005,,Police,Town
7236-2,Police Car - Blue Sticker Version,2008,59.0,Police,Town
7237-1,Police Station [Lighted Figure],2005,593.0,Police,Town
7237-2,Police Station [No Lighted Figure],2006,,Police,Town
7238-1,Fire Helicopter,2005,75.0,Fire,Town
7239-1,Fire Truck,2005,215.0,Fire,Town
7240-1,Fire Station,2005,264.0,Fire,Town
724-1,12V Diesel Locomotive with Crane and Tipper Wagon,1972,150.0,12V,Train
7241-1,Fire Car,2005,47.0,Fire,Town
7242-1,Street Sweeper,2005,64.0,Traffic,Town
7243-1,Construction Site,2005,,Construction,Town
7244-1,Speedboat,2005,,Town,Town
7245-1,"Prisoner Transport, Black Logo",2005,99.0,Police,Town
7245-2,Prisoner Transport - Blue Sticker Version,2008,99.0,Police,Town
7246-1,Mini Digger,2005,37.0,Construction,Town
7248-1,Digger,2005,,Construction,Town
7249-1,XXL Mobile Crane,2005,,Construction,Town
7250-1,Clone Scout Walker,2005,109.0,Star Wars Episode 3,Star Wars
725-1,Basic Building Set,1990,440.0,Basic,Universal Building Set
7251-1,Darth Vader Transformation,2005,,Star Wars Episode 3,Star Wars
725-2,12V Freight Train and Track,1974,310.0,12V,Train
7252-1,Droid Tri-Fighter,2005,,Star Wars Episode 3,Star Wars
7255-1,General Grievous Chase,2005,,Star Wars Episode 3,Star Wars
7256-1,Jedi Starfighter & Vulture Droid,2005,202.0,Star Wars Episode 3,Star Wars
7257-1,Ultimate Lightsaber Duel,2005,278.0,Star Wars Episode 3,Star Wars
7258-1,Wookiee Attack,2005,368.0,Star Wars Episode 3,Star Wars
7259-1,ARC-170 Starfighter,2005,401.0,Star Wars Episode 3,Star Wars
7260-1,Wookiee Catamaran,2005,381.0,Star Wars Episode 3,Star Wars
726-1,12V Western Train with 2 Wagons and Cowboys,1976,287.0,Train,Train
7261-1,Clone Turbo Tank [Light-Up Mace Windu],2005,,Star Wars Episode 3,Star Wars
7261-2,Clone Turbo Tank (with Non-Light-Up Mace Windu),2006,,Star Wars Episode 3,Star Wars
7262-1,TIE Fighter and Y-wing (TRU exclusive re-release),2004,415.0,Star Wars Episode 4/5/6,Star Wars
7263-1,TIE Fighter,2005,159.0,Star Wars Episode 4/5/6,Star Wars
7264-1,Imperial Inspection,2005,378.0,Star Wars Episode 4/5/6,Star Wars
7266-1,Fireman,2005,,Fire,Town
7267-1,Paramedic,2005,13.0,Hospital,Town
7268-1,Crab,2005,,Designer Sets,Designer Sets
7269-1,Scorpion,2005,,Designer Sets,Designer Sets
7270-1,Bird,2005,28.0,Designer Sets,Designer Sets
727-1,12V Locomotive,1977,,12V,Train
7271-1,Apple - Suntory Promotional,2005,,Food & Drink,Creator
7272-1,Pear - Suntory Promotional,2005,,Food & Drink,Creator
7274-1,Orange - Suntory Promotional,2005,,Food & Drink,Creator
7275-1,Cherry - Suntory Promotional,2005,11.0,Food & Drink,Creator
7276-1,Mango - Suntory Promotional,2005,6.0,Food & Drink,Creator
7278-1,Melon - Suntory Promotional,2005,8.0,Food & Drink,Creator
7279-1,Police Minifigure Collection,2011,57.0,Police,Town
7280-1,Straight & Crossroad Plates,2005,,Supplemental,Town
7281-1,T-Junction & Curved Road Plates,2005,2.0,Supplemental,Town
7283-1,Ultimate Space Battle,2005,540.0,Star Wars Episode 3,Star Wars
7285-1,Police Dog Unit,2011,95.0,Police,Town
7286-1,Prisoner Transport,2011,173.0,Police,Town
7287-1,Police Boat,2011,173.0,Police,Town
7288-1,Mobile Police Unit,2011,,Police,Town
7290-1,Pirates Polybag,2004,5.0,Pirates,4 Juniors
7291-1,Street Rebel,2012,196.0,Creator,Creator
7292-1,Propeller Adventures,2012,,Creator,Creator
7294-1,Dino Quad,2005,,Dino 2010,Dino 2010
7295-1,Dino Buggy Chaser,2005,,Dino 2010,Dino 2010
7296-1,Dino 4WD Trapper,2005,282.0,Dino 2010,Dino 2010
7297-1,Dino Track Transport,2005,351.0,Dino 2010,Dino 2010
7298-1,Dino Air Tracker,2005,,Dino 2010,Dino 2010
7-3,Basic Set,1973,412.0,Basic Set,Universal Building Set
7300-1,Double Hover,2001,,Life On Mars,Space
730-1,Steam Shovel with Carrier,1973,102.0,Construction,Legoland
7301-1,Rover,2001,29.0,Life On Mars,Space
730-2,Basic Building Set,1985,,Basic,Universal Building Set
7302-1,Worker Robot,2001,30.0,Life On Mars,Space
7303-1,Jet Scooter,2001,24.0,Life On Mars,Space
7305-1,Scarab Attack,2011,44.0,Pharaoh's Quest,Pharaoh's Quest
7306-1,Golden Staff Guardians,2011,,Pharaoh's Quest,Pharaoh's Quest
7307-1,Flying Mummy Attack,2011,124.0,Pharaoh's Quest,Pharaoh's Quest
7308-1,Double Hover,2001,21.0,Life On Mars,Space
7309-1,Rover,2001,29.0,Life On Mars,Space
7310-1,Mono Jet,2001,,Life On Mars,Space
7311-1,Red Planet Cruiser,2001,,Life On Mars,Space
7312-1,T3-Trike,2001,,Life On Mars,Space
73129-1,Four TECHNIC Shocks,1985,4.0,Technic,Service Packs
7313-1,Red Planet Protector,2001,193.0,Life On Mars,Space
7314-1,Recon-Mech RP,2001,189.0,Life On Mars,Space
7315-1,Solar Explorer,2001,,Life On Mars,Space
7316-1,Excavation Searcher,2001,467.0,Life On Mars,Space
7317-1,Aero Tube Hanger,2001,,Life On Mars,Space
7320-1,Vega,2001,,Life On Mars,Space
7321-1,Mizar,2001,5.0,Life On Mars,Space
7322-1,Altair,2001,5.0,Life On Mars,Space
7323-1,Guard,2001,5.0,Life On Mars,Space
7324-1,Advent Calendar 2005 City,2005,24.0,City,Seasonal
7324-10,Advent Calendar 2005 City (Day  9) Construction Worker,2005,,City,Seasonal
7324-11,Advent Calendar 2005 City (Day 10) Wheelbarrow,2005,11.0,City,Seasonal
7324-12,Advent Calendar 2005 City (Day 11) Barricade,2005,,City,Seasonal
7324-13,Advent Calendar 2005 City (Day 12) Train Worker,2005,,City,Seasonal
7324-14,Advent Calendar 2005 City (Day 13) Crossing Gate,2005,13.0,City,Seasonal
7324-15,Advent Calendar 2005 City (Day 14) Signal Post,2005,,City,Seasonal
7324-16,Advent Calendar 2005 City (Day 15) Mechanic,2005,5.0,City,Seasonal
7324-17,Advent Calendar 2005 City (Day 16) Drill Press,2005,11.0,City,Seasonal
7324-18,Advent Calendar 2005 City (Day 17) Oil Barrel & Hand Truck,2005,7.0,City,Seasonal
7324-19,Advent Calendar 2005 City (Day 18) Man with Radio,2005,5.0,City,Seasonal
7324-2,Advent Calendar 2005 City (Day  1) Fireman,2005,5.0,City,Seasonal
7324-20,Advent Calendar 2005 City (Day 19) RC Car,2005,8.0,City,Seasonal
7324-21,Advent Calendar 2005 City (Day 20) Skateboard & Helmet,2005,,City,Seasonal
7324-22,Advent Calendar 2005 City (Day 21) Pizza Chef,2005,,City,Seasonal
7324-23,Advent Calendar 2005 City (Day 22) Food Counter,2005,6.0,City,Seasonal
7324-24,Advent Calendar 2005 City (Day 23) Pizza Oven,2005,11.0,City,Seasonal
7324-25,Advent Calendar 2005 City (Day 24) Santa & Sled,2005,23.0,City,Seasonal
7324-3,Advent Calendar 2005 City (Day  2) Fire Hydrant Hose Airtanks,2005,10.0,City,Seasonal
7324-4,Advent Calendar 2005 City (Day  3) Rescue Bucket,2005,,City,Seasonal
7324-5,Advent Calendar 2005 City (Day  4) Policeman,2005,,City,Seasonal
7324-6,Advent Calendar 2005 City (Day  5) Police Dog & Barricade,2005,8.0,City,Seasonal
7324-7,Advent Calendar 2005 City (Day  6) Criminal and Buzz Saw,2005,,City,Seasonal
7324-8,Advent Calendar 2005 City (Day  7) Safe,2005,12.0,City,Seasonal
7324-9,Advent Calendar 2005 City (Day  8) Welding Tanks & Torch,2005,12.0,City,Seasonal
7325-1,Cursed Cobra Statue,2011,,Pharaoh's Quest,Pharaoh's Quest
7326-1,Rise of the Sphinx,2011,,Pharaoh's Quest,Pharaoh's Quest
7327-1,Scorpion Pyramid,2011,,Pharaoh's Quest,Pharaoh's Quest
733-1,Universal Building Set,1980,,Basic Set,Universal Building Set
7335-1,Foundation Set - Blue Bucket,2006,460.0,Basic Set,Creator
7336-1,Foundation Set - Red Bucket,2006,427.0,Basic Set,Creator
7344-1,Dump Truck,2005,,Construction,Town
7345-1,Transport Chopper,2012,,Airport,Creator
7346-1,Seaside House,2012,,Building,Creator
7347-1,Highway Pickup,2012,,Traffic,Creator
735-1,Basic Building Set,1990,538.0,Basic,Universal Building Set
7383-1,Creator Watch,2002,0.0,Gear,Gear
740-1,Basic Building Set,1985,530.0,Basic,Universal Building Set
740-2,12V Transformer for 220V Pack,1969,1.0,12V,Train
7409-1,Secret of the Tomb,2003,42.0,Orient Expedition,Adventurers
7410-1,Jungle River,2003,,Orient Expedition,Adventurers
741-1,12V New Transformer for 220V Pack,1974,1.0,12V,Train
7411-1,Tygurah's Roar,2003,94.0,Orient Expedition,Adventurers
7412-1,Yeti's Hideout,2003,114.0,Orient Expedition,Adventurers
7413-1,Passage of Jun-Chi,2003,,Orient Expedition,Adventurers
7414-1,Elephant Caravan,2003,104.0,Orient Expedition,Adventurers
7415-1,Aero Nomad,2003,120.0,Orient Expedition,Adventurers
7416-1,Emperor's Ship,2003,178.0,Orient Expedition,Adventurers
7417-1,Temple of Mount Everest,2003,288.0,Orient Expedition,Adventurers
7418-1,Scorpion Palace,2003,354.0,Orient Expedition,Adventurers
7418-2,Scorpion Palace and Foam Scimitar,2003,2.0,Orient Expedition,Adventurers
7419-1,Dragon Fortress,2003,,Orient Expedition,Adventurers
7420-1,Thunder Blazer,2003,,Orient Expedition,Adventurers
742-1,12V New Transformer for 110V Pack,1970,1.0,12V,Train
7422-1,Airplane,2003,33.0,Orient Expedition,Adventurers
7422-2,Red Eagle,2003,,Orient Expedition,Adventurers
7423-1,Mountain Sleigh,2003,,Orient Expedition,Adventurers
7423-2,Mountain Sleigh (Kabaya Promotional),2003,,Orient Expedition,Adventurers
7424-1,Black Cruiser,2003,,Orient Expedition,Adventurers
7424-2,Small Car,2003,28.0,Orient Expedition,Adventurers
744-1,Universal Building Set,1980,540.0,Basic Set,Universal Building Set
745-1,"Baseplate, Green",1978,1.0,Supplemental,Universal Building Set
7452-1,Lime/Black Racer,2007,34.0,Tiny Turbos,Racers
7453-1,Yellow/Black Racer,2007,,Tiny Turbos,Racers
746-1,"Baseplates, Green and Yellow",1978,,Supplemental,Universal Building Set
7467-1,International Space Station,2003,162.0,Discovery,Discovery
7468-1,Saturn V Moon Mission,2003,,Discovery,Discovery
7469-1,Mission to Mars,2003,,Discovery,Discovery
7470-1,Space Shuttle Discovery,2003,,Discovery,Discovery
747-1,"Baseplates, Red and Blue",1978,2.0,Supplemental,Universal Building Set
7471-1,Mars Exploration Rover,2003,,Discovery,Discovery
7473-1,Street Sprinter vs. Mutant Lizard,2005,38.0,Dino Attack,Dino Attack
7474-1,Urban Avenger vs. Raptor,2005,78.0,Dino Attack,Dino Attack
7475-1,Fire Hammer vs. Mutant Lizards,2005,258.0,Dino Attack,Dino Attack
7476-1,Iron Predator vs. T-Rex,2005,273.0,Dino Attack,Dino Attack
7477-1,T-1 Typhoon vs. T-Rex,2005,,Dino Attack,Dino Attack
7498-1,Police Station,2011,785.0,Police,Town
7499-1,Flexible Rails,2011,24.0,RC Train,Train
75000-1,Clone Troopers vs. Droidekas,2013,124.0,Star Wars Episode 2,Star Wars
75001-1,Republic Troopers vs. Sith Troopers,2013,,Star Wars,Star Wars
75002-1,AT-RT,2013,222.0,Star Wars Clone Wars,Star Wars
75003-1,A-wing Starfighter,2013,177.0,Star Wars Episode 4/5/6,Star Wars
75004-1,Z-95 Headhunter,2013,371.0,Star Wars Clone Wars,Star Wars
75005-1,Rancor Pit,2013,,Star Wars Episode 4/5/6,Star Wars
75006-1,LEGO Star Wars Jedi Starfighter and Kamino,2013,61.0,Planet Series 4,Star Wars
75007-1,Republic Assault Ship & Coruscant,2013,74.0,Star Wars,Star Wars
75008-1,LEGO Star Wars TIE Bomber and Asteroid Field,2013,,Planet Series 4,Star Wars
75009-1,Snowspeeder & Planet Hoth,2013,,Star Wars Episode 4/5/6,Star Wars
750-1,8 Straight 12V Conducting Rails,1969,,12V,Train
75010-1,B-wing Starfighter & Planet Endor,2013,,Star Wars Episode 4/5/6,Star Wars
7501-1,Bangle Minis,2003,,Clikits,Clikits
75011-1,Tantive IV & Planet Alderaan,2013,102.0,Star Wars Episode 4/5/6,Star Wars
75012-1,BARC Speeder with Sidecar,2013,,Star Wars Clone Wars,Star Wars
75013-1,Umbaran MHC (Mobile Heavy Cannon),2013,,Star Wars Clone Wars,Star Wars
75014-1,Battle Of Hoth,2013,,Star Wars Episode 4/5/6,Star Wars
75015-1,Corporate Alliance Tank Droid,2013,,Star Wars Episode 3,Star Wars
75016-1,Homing Spider Droid,2013,295.0,Star Wars Episode 2,Star Wars
75017-1,Duel on Geonosis,2013,,Star Wars Episode 2,Star Wars
75018-1,JEK-14's Stealth Starfighter,2013,548.0,Star Wars Other,Star Wars
75019-1,AT-TE,2013,792.0,Star Wars Episode 2,Star Wars
75020-1,Jabba’s Sail Barge,2013,,Star Wars Episode 4/5/6,Star Wars
7502-1,Photo Minis,2003,,Clikits,Clikits
75021-1,Republic Gunship,2013,,Star Wars Episode 2,Star Wars
75022-1,Mandalorian Speeder,2013,210.0,Star Wars Other,Star Wars
75023-1,"Advent Calendar 2013, Star Wars",2013,24.0,Star Wars,Seasonal
75023-10,"Advent Calendar 2013, Star Wars (Day  9) - Republic Assault Ship",2013,,Star Wars,Seasonal
75023-11,"Advent Calendar 2013, Star Wars (Day 10) - Clone Trooper",2013,,Star Wars,Seasonal
75023-12,"Advent Calendar 2013, Star Wars (Day 11) - AT-TE Walker",2013,,Star Wars,Seasonal
75023-13,"Advent Calendar 2013, Star Wars (Day 12) - Republic Dropship",2013,11.0,Star Wars,Seasonal
75023-14,"Advent Calendar 2013, Star Wars (Day 13) - Battle Droid",2013,5.0,Star Wars,Seasonal
75023-15,"Advent Calendar 2013, Star Wars (Day 14) - Geonosian Starfighter",2013,11.0,Star Wars,Seasonal
75023-16,"Advent Calendar 2013, Star Wars (Day 15) - Geonosian Warrior",2013,,Star Wars,Seasonal
75023-17,"Advent Calendar 2013, Star Wars (Day 16) - Geonosian Weapons Depot",2013,10.0,Star Wars,Seasonal
75023-18,"Advent Calendar 2013, Star Wars (Day 17) - Naboo Cruiser",2013,16.0,Star Wars,Seasonal
75023-19,"Advent Calendar 2013, Star Wars (Day 18) - Scout Trooper",2013,,Star Wars,Seasonal
